tarefa,categoria
Evitar o uso de bicos de silicone (se amamentação exclusiva),Cuidados com Bebês Recém-Nascidos
Lavar os seios com água antes de amamentar (se necessário),Cuidados com Bebês Recém-Nascidos
Secar os seios após amamentar,Cuidados com Bebês Recém-Nascidos
Passar o próprio leite nos mamilos para hidratar,Cuidados com Bebês Recém-Nascidos
Observar rachaduras ou dores nos mamilos,Cuidados com Bebês Recém-Nascidos
Procurar ajuda se houver dor persistente ao amamentar,Cuidados com Bebês Recém-Nascidos
Verificar se o bebê está engasgando durante a mamada,Cuidados com Bebês Recém-Nascidos
Posicionar o bebê corretamente para evitar engasgos,Cuidados com Bebês Recém-Nascidos
Fazer a ordenha m7 do leite (se necessário),Cuidados com Bebês Recém-Nascidos
Aquecer o leite materno ordenhado em banho-maria,Cuidados com Bebês Recém-Nascidos
Não ferver o leite materno,Cuidados com Bebês Recém-Nascidos
Testar a temperatura do leite materno no pulso,Cuidados com Bebês Recém-Nascidos
Descartar leite materno que ficou fora da geladeira por muito tempo,Cuidados com Bebês Recém-Nascidos
Limpar a área de preparo da fórmula antes de usar,Cuidados com Bebês Recém-Nascidos
Usar água filtrada para preparar a fórmula,Cuidados com Bebês Recém-Nascidos
Medir a quantidade exata de água e pó,Cuidados com Bebês Recém-Nascidos
Agitar bem a mamadeira para dissolver o pó,Cuidados com Bebês Recém-Nascidos
Verificar a data de validade da fórmula,Cuidados com Bebês Recém-Nascidos
Não guardar fórmula preparada na geladeira por mais de 24 horas,Cuidados com Bebês Recém-Nascidos
Não oferecer fórmula em mamadeira deitada,Cuidados com Bebês Recém-Nascidos
Observar se o bebê está regurgitando muito,Cuidados com Bebês Recém-Nascidos
Consultar o pediatra sobre refluxo,Cuidados com Bebês Recém-Nascidos
Manter o bebê em posição vertical após as mamadas,Cuidados com Bebês Recém-Nascidos
Observar o bebê enquanto ele dorme,Cuidados com Bebês Recém-Nascidos
Verificar se o bebê está respirando bem durante o sono,Cuidados com Bebês Recém-Nascidos
Trocar a fralda do bebê durante a noite (se necessário),Cuidados com Bebês Recém-Nascidos
Alimentar o bebê durante a noite (se necessário),Cuidados com Bebês Recém-Nascidos
Manter as luzes baixas durante as mamadas noturnas,Cuidados com Bebês Recém-Nascidos
Evitar conversas e barulhos durante as mamadas noturnas,Cuidados com Bebês Recém-Nascidos
Colocar o bebê de volta no berço após a mamada noturna,Cuidados com Bebês Recém-Nascidos
Usar um saco de dormir para o bebê,Cuidados com Bebês Recém-Nascidos
Verificar se o saco de dormir está no tamanho certo,Cuidados com Bebês Recém-Nascidos
Não usar cobertores soltos no berço,Cuidados com Bebês Recém-Nascidos
Manter o quarto do bebê em temperatura agradável,Cuidados com Bebês Recém-Nascidos
Evitar superaquecer o bebê,Cuidados com Bebês Recém-Nascidos
Evitar que o bebê sinta frio,Cuidados com Bebês Recém-Nascidos
Observar se o bebê está suando muito,Cuidados com Bebês Recém-Nascidos
Observar se o bebê está com as mãos e pés frios,Cuidados com Bebês Recém-Nascidos
Verificar se o bebê está confortável,Cuidados com Bebês Recém-Nascidos
Agendar a primeira consulta com o pediatra,Cuidados com Bebês Recém-Nascidos
Levar o bebê para a triagem neonatal (teste do pezinho),Cuidados com Bebês Recém-Nascidos
Levar o bebê para o teste da orelhinha,Cuidados com Bebês Recém-Nascidos
Levar o bebê para o teste do olhinho,Cuidados com Bebês Recém-Nascidos
Levar o bebê para o teste do coraçãozinho,Cuidados com Bebês Recém-Nascidos
Levar o bebê para a vacina BCG,Cuidados com Bebês Recém-Nascidos
Levar o bebê para a vacina de Hepatite B,Cuidados com Bebês Recém-Nascidos
Registrar as vacinas na carteira de vacinação,Cuidados com Bebês Recém-Nascidos
Observar reações às vacinas,Cuidados com Bebês Recém-Nascidos
Fazer compressa fria no local da vacina,Cuidados com Bebês Recém-Nascidos
Dar antitérmico em caso de febre pós-vacina (se prescrito),Cuidados com Bebês Recém-Nascidos
Manter o bebê hidratado após a vacina,Cuidados com Bebês Recém-Nascidos
Observar a cicatrização da vacina BCG,Cuidados com Bebês Recém-Nascidos
Limpar a área da vacina BCG com água e sabão,Cuidados com Bebês Recém-Nascidos
Não aplicar produtos na área da vacina BCG,Cuidados com Bebês Recém-Nascidos
Observar a moleira do bebê (se está normal;funda ou alta),Cuidados com Bebês Recém-Nascidos
Observar o reflexo de sucção do bebê,Cuidados com Bebês Recém-Nascidos
Observar o reflexo de busca do bebê,Cuidados com Bebês Recém-Nascidos
Observar o reflexo de preensão do bebê,Cuidados com Bebês Recém-Nascidos
Observar o reflexo de Moro do bebê,Cuidados com Bebês Recém-Nascidos
Observar o reflexo de marcha do bebê,Cuidados com Bebês Recém-Nascidos
Observar o tônus muscular do bebê,Cuidados com Bebês Recém-Nascidos
Observar a simetria dos movimentos do bebê,Cuidados com Bebês Recém-Nascidos
Observar o choro do bebê (se é normal;fraco;agudo),Cuidados com Bebês Recém-Nascidos
Consolar o bebê quando ele chora,Cuidados com Bebês Recém-Nascidos
Verificar se o choro é de fome,Cuidados com Bebês Recém-Nascidos
Verificar se o choro é de sono,Cuidados com Bebês Recém-Nascidos
Verificar se o choro é de fralda suja,Cuidados com Bebês Recém-Nascidos
Verificar se o choro é de dor,Cuidados com Bebês Recém-Nascidos
Verificar se o choro é de cólica,Cuidados com Bebês Recém-Nascidos
Fazer massagem para aliviar a cólica,Cuidados com Bebês Recém-Nascidos
Aquecer a barriga do bebê para aliviar a cólica,Cuidados com Bebês Recém-Nascidos
Fazer movimentos de bicicleta com as pernas para aliviar a cólica,Cuidados com Bebês Recém-Nascidos
Dar banho morno para aliviar a cólica,Cuidados com Bebês Recém-Nascidos
Manter um diário de sintomas do bebê,Cuidados com Bebês Recém-Nascidos
Levar o diário de sintomas para as consultas com o pediatra,Cuidados com Bebês Recém-Nascidos
Observar a reação do bebê a diferentes vozes,Cuidados com Bebês Recém-Nascidos
Observar a reação do bebê a diferentes músicas,Cuidados com Bebês Recém-Nascidos
Observar a reação do bebê a diferentes cheiros,Cuidados com Bebês Recém-Nascidos
Observar a reação do bebê a diferentes sabores (quando introduzidos),Cuidados com Bebês Recém-Nascidos
Levar o bebê para tomar sol (nos horários recomendados),Cuidados com Bebês Recém-Nascidos
Expor o bebê a diferentes texturas de roupas,Cuidados com Bebês Recém-Nascidos
Expor o bebê a diferentes texturas de cobertores,Cuidados com Bebês Recém-Nascidos
Expor o bebê a diferentes texturas de brinquedos,Cuidados com Bebês Recém-Nascidos
Conversar com o bebê durante o banho,Cuidados com Bebês Recém-Nascidos
Conversar com o bebê durante a troca de fraldas,Cuidados com Bebês Recém-Nascidos
Conversar com o bebê durante as mamadas,Cuidados com Bebês Recém-Nascidos
Conversar com o bebê durante os passeios,Cuidados com Bebês Recém-Nascidos
Descrever as ações que estão sendo feitas com o bebê,Cuidados com Bebês Recém-Nascidos
Usar um tom de voz suave e carinhoso com o bebê,Cuidados com Bebês Recém-Nascidos
Sorrir para o bebê,Cuidados com Bebês Recém-Nascidos
Abraçar o bebê,Cuidados com Bebês Recém-Nascidos
Beijar o bebê,Cuidados com Bebês Recém-Nascidos
Fazer carinho no bebê,Cuidados com Bebês Recém-Nascidos
Olhar nos olhos do bebê,Cuidados com Bebês Recém-Nascidos
Responder aos sorrisos do bebê,Cuidados com Bebês Recém-Nascidos
Responder aos sons do bebê,Cuidados com Bebês Recém-Nascidos
Brincar de aviãozinho com o bebê,Cuidados com Bebês Recém-Nascidos
Brincar de cavalinho com o bebê (no colo),Cuidados com Bebês Recém-Nascidos
Brincar de serrador com o bebê,Cuidados com Bebês Recém-Nascidos
Brincar de cadê o bebê com uma fralda,Cuidados com Bebês Recém-Nascidos
Oferecer um dedo para o bebê segurar,Cuidados com Bebês Recém-Nascidos
Oferecer um brinquedo para o bebê segurar,Cuidados com Bebês Recém-Nascidos
Estimular o bebê a levar os pés à boca,Cuidados com Bebês Recém-Nascidos
Estimular o bebê a levar as mãos à boca,Cuidados com Bebês Recém-Nascidos
Estimular o bebê a virar a cabeça para os dois lados,Cuidados com Bebês Recém-Nascidos
Colocar o bebê de bruços sobre o peito da mãe ou do pai,Cuidados com Bebês Recém-Nascidos
Incentivar o bebê a levantar a cabeça quando está de bruços,Cuidados com Bebês Recém-Nascidos
Colocar brinquedos coloridos na frente do bebê quando está de bruços,Cuidados com Bebês Recém-Nascidos
Fazer barulhos para o bebê procurar a fonte do som,Cuidados com Bebês Recém-Nascidos
Mudar o bebê de posição no berço,Cuidados com Bebês Recém-Nascidos
Alternar o lado em que o bebê dorme,Cuidados com Bebês Recém-Nascidos
Levar o bebê para passear em locais com natureza,Cuidados com Bebês Recém-Nascidos
Deixar o bebê sentir a textura da grama (com supervisão),Cuidados com Bebês Recém-Nascidos
Deixar o bebê sentir a areia (com supervisão),Cuidados com Bebês Recém-Nascidos
Deixar o bebê sentir a água (com supervisão),Cuidados com Bebês Recém-Nascidos
Observar a curiosidade do bebê,Cuidados com Bebês Recém-Nascidos
Incentivar a exploração do bebê,Cuidados com Bebês Recém-Nascidos
Comemorar as conquistas do bebê,Cuidados com Bebês Recém-Nascidos
Elogiar o bebê,Cuidados com Bebês Recém-Nascidos
Demonstrar amor e segurança para o bebê,Cuidados com Bebês Recém-Nascidos
Criar uma rotina diária para o bebê,Cuidados com Bebês Recém-Nascidos
"Manter um diário do bebê (mamadas, sono,trocas de fralda)",Cuidados com Bebês Recém-Nascidos
Organizar a cômoda do bebê,Cuidados com Bebês Recém-Nascidos
Separar as roupas por tamanho,Cuidados com Bebês Recém-Nascidos
"Separar as roupas por tipo (bodies,calças,etc.)",Cuidados com Bebês Recém-Nascidos
Manter os itens de higiene organizados e acessíveis,Cuidados com Bebês Recém-Nascidos
Preparar a bolsa do bebê para passeios,Cuidados com Bebês Recém-Nascidos
Verificar se a bolsa do bebê está completa,Cuidados com Bebês Recém-Nascidos
Limpar os brinquedos do bebê,Cuidados com Bebês Recém-Nascidos
Esterilizar os brinquedos do bebê (se necessário),Cuidados com Bebês Recém-Nascidos
Guardar os brinquedos do bebê após o uso,Cuidados com Bebês Recém-Nascidos
Lavar as roupas de cama do bebê,Cuidados com Bebês Recém-Nascidos
Lavar as toalhas do bebê,Cuidados com Bebês Recém-Nascidos
Lavar as fraldas de pano,Cuidados com Bebês Recém-Nascidos
Manter o quarto do bebê limpo e arejado,Cuidados com Bebês Recém-Nascidos
Limpar o chão do quarto do bebê,Cuidados com Bebês Recém-Nascidos
Tirar o pó dos móveis do quarto do bebê,Cuidados com Bebês Recém-Nascidos
Lavar as cortinas do quarto do bebê,Cuidados com Bebês Recém-Nascidos
Limpar o carrinho de bebê,Cuidados com Bebês Recém-Nascidos
Limpar o bebê conforto,Cuidados com Bebês Recém-Nascidos
Verificar a segurança do berço,Cuidados com Bebês Recém-Nascidos
Verificar a segurança do trocador,Cuidados com Bebês Recém-Nascidos
Verificar a segurança do carrinho de bebê,Cuidados com Bebês Recém-Nascidos
Verificar a segurança do bebê conforto,Cuidados com Bebês Recém-Nascidos
Verificar a segurança dos brinquedos,Cuidados com Bebês Recém-Nascidos
Manter um ambiente seguro para o bebê engatinhar,Cuidados com Bebês Recém-Nascidos
Manter um ambiente seguro para o bebê andar,Cuidados com Bebês Recém-Nascidos
Ensinar aos irmãos mais velhos como interagir com o bebê,Cuidados com Bebês Recém-Nascidos
Supervisionar a interação entre irmãos,Cuidados com Bebês Recém-Nascidos
Ensinar aos avós e outros cuidadores sobre a rotina do bebê,Cuidados com Bebês Recém-Nascidos
Manter uma comunicação clara com todos os cuidadores,Cuidados com Bebês Recém-Nascidos
Dividir as tarefas de cuidado com o parceiro(a),Cuidados com Bebês Recém-Nascidos
Descansar sempre que o bebê dormir,Cuidados com Bebês Recém-Nascidos
Pedir ajuda quando necessário,Cuidados com Bebês Recém-Nascidos
Cuidar da própria alimentação e hidratação,Cuidados com Bebês Recém-Nascidos
Reservar um tempo para si mesma(o),Cuidados com Bebês Recém-Nascidos
Conversar com outras mães e pais,Cuidados com Bebês Recém-Nascidos
Participar de grupos de apoio,Cuidados com Bebês Recém-Nascidos
Ler sobre desenvolvimento infantil,Cuidados com Bebês Recém-Nascidos
Tirar dúvidas com o pediatra,Cuidados com Bebês Recém-Nascidos
Confiar nos seus instintos,Cuidados com Bebês Recém-Nascidos
Ser paciente consigo mesma(o) e com o bebê,Cuidados com Bebês Recém-Nascidos
Celebrar cada pequena conquista,Cuidados com Bebês Recém-Nascidos
Fotografar e filmar os momentos especiais,Cuidados com Bebês Recém-Nascidos
Criar um álbum de recordações,Cuidados com Bebês Recém-Nascidos
Escrever um diário para o bebê,Cuidados com Bebês Recém-Nascidos
Limpar o rosto do bebê com água morna,Cuidados com Bebês Recém-Nascidos
Limpar as pálpebras do bebê com gaze úmida,Cuidados com Bebês Recém-Nascidos
Limpar as sobrancelhas do bebê,Cuidados com Bebês Recém-Nascidos
Limpar as bochechas do bebê,Cuidados com Bebês Recém-Nascidos
Limpar o queixo do bebê,Cuidados com Bebês Recém-Nascidos
Limpar o pescoço do bebê,Cuidados com Bebês Recém-Nascidos
Verificar se há restos de leite no pescoço,Cuidados com Bebês Recém-Nascidos
Secar bem o pescoço do bebê,Cuidados com Bebês Recém-Nascidos
Limpar as mãos do bebê,Cuidados com Bebês Recém-Nascidos
Limpar os pés do bebê,Cuidados com Bebês Recém-Nascidos
Verificar se há sujeira entre os dedos dos pés,Cuidados com Bebês Recém-Nascidos
Cortar as unhas do bebê após o banho,Cuidados com Bebês Recém-Nascidos
Usar uma lixa de unha para bebês para arredondar as pontas,Cuidados com Bebês Recém-Nascidos
Verificar se há unhas encravadas,Cuidados com Bebês Recém-Nascidos
Limpar o umbigo do bebê com cotonete e álcool 70% (se ainda não caiu),Cuidados com Bebês Recém-Nascidos
Manter o umbigo seco e arejado,Cuidados com Bebês Recém-Nascidos
Observar se o umbigo está com mau cheiro,Cuidados com Bebês Recém-Nascidos
Observar se o umbigo está com secreção purulenta,Cuidados com Bebês Recém-Nascidos
Observar se o umbigo está sangrando,Cuidados com Bebês Recém-Nascidos
Não puxar o coto umbilical,Cuidados com Bebês Recém-Nascidos
Limpar a gengiva do bebê com gaze úmida após as mamadas,Cuidados com Bebês Recém-Nascidos
Verificar a presença de aftas na boca do bebê,Cuidados com Bebês Recém-Nascidos
Escovar os primeiros dentes do bebê com escova macia e pasta sem flúor,Cuidados com Bebês Recém-Nascidos
Trocar a escova de dentes do bebê a cada 3 meses,Cuidados com Bebês Recém-Nascidos
Limpar o nariz do bebê com soro fisiológico e aspirador nasal,Cuidados com Bebês Recém-Nascidos
Remover secreções nasais com cuidado,Cuidados com Bebês Recém-Nascidos
Verificar se há obstrução nasal,Cuidados com Bebês Recém-Nascidos
Limpar as orelhas do bebê com uma toalha macia e úmida,Cuidados com Bebês Recém-Nascidos
Não usar cotonetes dentro do canal auditivo,Cuidados com Bebês Recém-Nascidos
Secar bem atrás das orelhas,Cuidados com Bebês Recém-Nascidos
Lavar o cabelo do bebê com shampoo neutro,Cuidados com Bebês Recém-Nascidos
Massagear o couro cabeludo do bebê,Cuidados com Bebês Recém-Nascidos
Enxaguar bem o cabelo do bebê para não deixar resíduos,Cuidados com Bebês Recém-Nascidos
Secar o cabelo do bebê com uma toalha macia,Cuidados com Bebês Recém-Nascidos
Pentear o cabelo do bebê com escova de cerdas macias,Cuidados com Bebês Recém-Nascidos
Verificar a presença de crosta láctea,Cuidados com Bebês Recém-Nascidos
Remover crosta láctea com óleo vegetal e escova,Cuidados com Bebês Recém-Nascidos
Oferecer o seio esquerdo primeiro na próxima mamada,Cuidados com Bebês Recém-Nascidos
Oferecer o seio direito primeiro na próxima mamada,Cuidados com Bebês Recém-Nascidos
Verificar se o bebê está sugando de forma eficaz,Cuidados com Bebês Recém-Nascidos
Observar se o bebê está fazendo barulho de sucção,Cuidados com Bebês Recém-Nascidos
Verificar se o bebê está com a boca bem aberta,Cuidados com Bebês Recém-Nascidos
Verificar se o lábio inferior do bebê está evertido,Cuidados com Bebês Recém-Nascidos
